"code","address","city","state","zip","square_footage","year_opened","county_fips","county_name","description","placenames","oc_formatted","oc_lat","oc_lng"
"","Butteville Road","Woodburn","Oregon","97071",630000,2023,41047,"Marion","Small Sortable 5-story Building Project Basie.","Butteville Road, Woodburn, Oregon, 97071","Butteville Road Northeast, West Woodburn, OR 97071, United States of America",45.1712188,-122.8798524
"PDX6/DPD5/HPD1","15000 N Lombard Street","Portland","Oregon","97203-6814",918400,2018,41051,"Multnomah","PDX6 is a Large Non-Sortable DPD5 is a Delivery Station HPD1 is a Heavy Bulky Delivery Station","15000 N Lombard Street, Portland, Oregon, 97203-6814","Amazon PDX6, 15000 North Columbia Boulevard, Portland, OR, United States of America",45.6330872,-122.7677026
"PDX7","4775 Depot Court SE","Salem","Oregon","97317-8983",1000000,2019,41047,"Marion","Large Non-Sortable Phase 1 Phase 2 will add 570.000 sq ft.","4775 Depot Court SE, Salem, Oregon, 97317-8983","Salem Pkwy, Salem, OR, United States of America",44.978328,-123.012787
"","18712 Bothell Everett Highway","Bothell","Washington","98012",105000,2022,53061,"Snohomish","Mini Fulfillment Center / Delivery Station for Horth Seattle for Same Day Service within a 45 minute drive time","18712 Bothell Everett Highway, Bothell, Washington, 98012","18712 Bothell Way Northeast, Bothell, WA 98011, United States of America",47.7638099,-122.2077176
"BFI4","21005 64th Ave S","Kent","Washington","98032-2423",860000,2016,53033,"King","Small Sortable (books, electronics and consumer goods)","21005 64th Ave S, Kent, Washington, 98032-2423","Amazon BFI4, 21005 64th Avenue South, Kent, WA 98032, United States of America",47.414496,-122.257782
"SWA2","1905 Raymond Ave SW","Renton","Washington","98057",129100,2022,53033,"King","Mini Fulfillment Center / Amazon Fresh / Delivery Station for South Seattle for Same Day Service within a 45 minute drive time.","1905 Raymond Ave SW, Renton, Washington, 98057","Amazon SWA2, 1905 Raymond Avenue Southwest, Renton, WA 98057, United States of America",47.4622155,-122.2299456
"BFI8/HWA2","20529 24th Ave S","Seatac","Washington","98198-5518",457200,2020,53033,"King","Hon-Sortable HWA2 is a Delivery Station for Heavy/Bulky Merch.","20529 24th Ave S, Seatac, Washington, 98198-5518","IAC Commerce Center–SeaTac, 20529 24th Avenue South, SeaTac, WA 98198, United States of America",47.4170623,-122.3046542
"SWA1/VWA1/HBF3","607 Riverside Rd","Everett","Washington","98201-1206",204500,2019,53061,"Snohomish","SWA1 is a Mini Fulfillment Center/ Amazon Fresh / Delivery Station for Horth Seattle for Same Day Service within a 45 minute drive time. HBF3 is a Heavy/Bulky Delivery Station for Seattle.","607 Riverside Rd, Everett, Washington, 98201-1206","Riverside Ave, Everett, WA, United States of America",47.980865,-122.165323
"","4620 172nd Street NE","Arlington","Washington","98223",600000,2022,53061,"Snohomish","Small Sortable Project Roxy.","4620 172nd Street NE, Arlington, Washington, 98223","172nd St NE, Arlington, WA, United States of America",48.152157,-122.167997
"BFI3","2700 Center Drive","DuPont","Washington","98327-9607",1000000,2015,53053,"Pierce","Large Hon-Sortable (Ships larger items such as canoes and televisions. Facility cost §100 Million","2700 Center Drive, DuPont, Washington, 98327-9607","Amazon BFI3, 2700 Center Drive, DuPont, WA 98327, United States of America",47.1125227,-122.6389637
"BFI1","1800 140th Avenue E","Sumner","Washington","98390-9624",492000,2011,53053,"Pierce","BFI1 is Small Sortable","1800 140th Avenue E, Sumner, Washington, 98390-9624","BFI1 Amazon Fulfillment Center, 1800 140th Avenue East, Sumner, Pierce County, WA 98390, United States of America",47.2410084,-122.2432923
"PWA1","2309 Milwaukee Way","Tacoma","Washington","98421",NA,2017,53053,"Pierce","Amazon uses a portion of this space as a seasonal facility","2309 Milwaukee Way, Tacoma, Washington, 98421","2309 Milwaukee Way, Tacoma, WA 98421, United States of America",47.2454285,-122.4005711
"GEG2","18007 E Garland Ave","Spokane","Washington","99216",1300000,2021,53063,"Spokane","Large Hon-Sortable. Project Fireball","18007 E Garland Ave, Spokane, Washington, 99216","Amazon GEG2, 18007 East Garland Avenue, Spokane Valley, WA 99216, United States of America",47.6950642,-117.1650141
"GEG1","10010 West Geiger Blvd West Plains","Spokane","Washington","99224",639000,2020,53063,"Spokane","Small Sortable. Project Rose","10010 West Geiger Blvd West Plains, Spokane, Washington, 99224","W Geiger Blvd, Spokane, WA, United States of America",47.599047,-117.550951
"","1351 S Road 40 East","Pasco","Washington","99301",1080500,2022,53021,"Franklin","Hon-Sortable Fulfillment Center for Pasco WA. Project Oyster","1351 S Road 40 East, Pasco, Washington, 99301","1351 South Road 40 East, Pasco, WA 99301, United States of America",46.2183331,-119.0446602
"","1202 South Road 40 East","Pasco","Washington","99301",1049800,2022,53021,"Franklin","Hon-Sortable Fulfillment Center for Pasco WA Project Pearl","1202 South Road 40 East, Pasco, Washington, 99301","1202 South Road 40 East, Pasco, WA 99301, United States of America",46.2190857,-119.044883
