"county_fips","State","County_Name","Population_2010","RUCC_2013","Description","fips_code","name","lng","lat","lat_rounded","lng_rounded","code","address","city","state","zip","square_footage","year_opened","county_name","description","placenames","oc_formatted","oc_lat","oc_lng","lat_rounded_fc","lng_rounded_fc","group"
34003,"NJ","Bergen County",905116,1,"Metro - Counties in metro areas of 1 million population or more",34003,"Bergen",-74.07441147,40.96008351,40.965,-74.075,"EWR8/MMU9","698 Route 46 West","Teterboro","New Jersey","7608",617000,2017,"Bergen","Small Sortable","698 Route 46 West, Teterboro, New Jersey, 7608","Teterboro, New Jersey, United States of America",40.85982,-74.05931,40.865,-74.055,"treatment"
34015,"NJ","Gloucester County",288288,1,"Metro - Counties in metro areas of 1 million population or more",34015,"Gloucester",-75.14071747,39.71694144,39.715,-75.135,"TEB3","2651 Oldmans Creek Rd Swedesboro","Logan Township","New Jersey","8085",118120,2017,"Gloucester","Large Non-Sortable","2651 Oldmans Creek Rd Swedesboro, Logan Township, New Jersey, 8085","Logan Township, New Jersey, United States of America",39.79232,-75.35593,39.795,-75.355,"treatment"
34023,"NJ","Middlesex County",809858,1,"Metro - Counties in metro areas of 1 million population or more",34023,"Middlesex",-74.41108832,40.43949114,40.445,-74.405,"LGA6/EWR9","8003 Industrial Ave Building A","Carteret","New Jersey","07008-3529",1064500,2016,"Middlesex","EWR9 is Small Sortable Amazon Robotics LGA6 is Legacy Non-Sortable","8003 Industrial Ave Building A, Carteret, New Jersey, 07008-3529","Industrial Rd, Carteret, NJ, United States of America",40.592999,-74.226986,40.595,-74.225,"treatment"
34023,"NJ","Middlesex County",809858,1,"Metro - Counties in metro areas of 1 million population or more",34023,"Middlesex",-74.41108832,40.43949114,40.445,-74.405,"LGA7/LGA8/DNJ1/HEW1/CDW5","380 Middlesex Ave","Carteret","New Jersey","07008-3446",810000,2016,"Middlesex","LGA7 is a Small Sortable Robotics Fulfillment Center LGA8 is Quick Deploy facility DNJ1 is a Delivery Station HEW1 is a Heavy Bulky Delivery Station. CDW5 is a Sortation Center.","380 Middlesex Ave, Carteret, New Jersey, 07008-3446","380 Middlesex Avenue, Chrome, Carteret, NJ 07008, United States of America",40.5693473,-74.2205866,40.575,-74.215,"treatment"
34023,"NJ","Middlesex County",809858,1,"Metro - Counties in metro areas of 1 million population or more",34023,"Middlesex",-74.41108832,40.43949114,40.445,-74.405,"TEB6","22 Hightstown-Cranbury Station Road","Cranbury","New Jersey","8512",992000,2017,"Middlesex","Large Non-Sortable","22 Hightstown-Cranbury Station Road, Cranbury, New Jersey, 8512","Hightstown-Cranbury Station Road, Cranbury Station, Cranbury Township, NJ 18520, United States of America",40.2939536,-74.4994706,40.295,-74.495,"treatment"
34023,"NJ","Middlesex County",809858,1,"Metro - Counties in metro areas of 1 million population or more",34023,"Middlesex",-74.41108832,40.43949114,40.445,-74.405,"LGA9","2170 Lincoln Highway (NJ-27)","Edison","New Jersey","08817-3332",923000,2017,"Middlesex","Small Sortable","2170 Lincoln Highway (NJ-27), Edison, New Jersey, 08817-3332","Amazon Fulfillment Center LGA9, 2170 Lincoln Highway, Edison, NJ 08817, United States of America",40.5278596,-74.3810286,40.535,-74.375,"treatment"
39049,"OH","Franklin County",1163414,1,"Metro - Counties in metro areas of 1 million population or more",39049,"Franklin",-83.0091231,39.96927249,39.975,-83.005,"CMH2","6050 Gateway Court","Groveport","Ohio","43125-9016",1000000,2016,"Franklin","Large Non-Sortable 1.000 associates","6050 Gateway Court, Groveport, Ohio, 43125-9016","Gateway Cir, Grove City, OH, United States of America",39.887395,-83.044174,39.885,-83.045,"treatment"
39089,"OH","Licking County",166492,1,"Metro - Counties in metro areas of 1 million population or more",39089,"Licking",-82.48290477,40.09170112,40.095,-82.485,"CMH1","11903 National Rd SW","Etna","Ohio","43062-7793",855000,2016,"Licking","Small Sortable: Specialty Small and Light 2500 associates. 5.000 Robots","11903 National Rd SW, Etna, Ohio, 43062-7793","11903 National Road Southwest, Wagram, Etna, OH 43062, United States of America",39.9568316,-82.7132075,39.955,-82.715,"treatment"
42091,"PA","Montgomery County",799874,1,"Metro - Counties in metro areas of 1 million population or more",42091,"Montgomery",-75.36722689,40.21085251,40.215,-75.365,"ABE5","2455 Boulevard of the Generals","Norristown","Pennsylvania","19403",110400,2017,"Montgomery","Amazon's Woot! Apparel Manufacturing Plant to produce on demand up to 25 Million pieces of clcthing/year","2455 Boulevard of the Generals, Norristown, Pennsylvania, 19403","Generals Dr, Norristown, PA, United States of America",40.151353,-75.362252,40.155,-75.355,"treatment"
47149,"TN","Rutherford County",262604,1,"Metro - Counties in metro areas of 1 million population or more",47149,"Rutherford",-86.41692683,35.84260355,35.845,-86.415,"BNA3","2020 Joe B Jackson Pkwy","Murfreesboro","Tennessee","37127-7792",100000,2012,"Rutherford","Specialty","2020 Joe B Jackson Pkwy, Murfreesboro, Tennessee, 37127-7792","Joe B. Jackson Parkway, Murfreesboro, TN 37127, United States of America",35.7800275,-86.3614113,35.785,-86.355,"treatment"
47189,"TN","Wilson County",113993,1,"Metro - Counties in metro areas of 1 million population or more",47189,"Wilson",-86.29778739,36.15428192,36.155,-86.295,"BNA2","500 Duke Dr","Lebanon","Tennessee","37090-8123",1200000,2013,"Wilson","Large Non-Sortable","500 Duke Dr, Lebanon, Tennessee, 37090-8123","Duke Drive, Lebanon, TN, United States of America",36.1274658,-86.4050146,36.125,-86.405,"treatment"
48029,"TX","Bexar County",1714773,1,"Metro - Counties in metro areas of 1 million population or more",48029,"Bexar",-98.52016013,29.44911665,29.455,-98.515,"SAT1","6000 Schertz Parkway","Schertz","Texas","78154-1461",1262300,2013,"Bexar","Large Non-Sortable Schertz is nearby San Antonio. TX. Facility Investment $166 Million","6000 Schertz Parkway, Schertz, Texas, 78154-1461","Amazon SAT1, 6000 Schertz Parkway, Schertz, TX 78154, United States of America",29.599867,-98.290999,29.605,-98.285,"treatment"
48113,"TX","Dallas County",2368139,1,"Metro - Counties in metro areas of 1 million population or more",48113,"Dallas",-96.77788947,32.76665041,32.765,-96.775,"DFW6","940 W Bethel Road","Coppell","Texas","75019-4424",1053400,2013,"Dallas","Large Non-Sortable (televisions, furniture and electronics)","940 W Bethel Road, Coppell, Texas, 75019-4424","Amazon Fulfilment Center DFW6, 940 West Bethel Road, Coppell, TX 75019, United States of America",32.9580471,-97.0170373,32.965,-97.015,"treatment"
48113,"TX","Dallas County",2368139,1,"Metro - Counties in metro areas of 1 million population or more",48113,"Dallas",-96.77788947,32.76665041,32.765,-96.775,"FTW7/FTW9","944 W Sandy Lake Road","Coppell","Texas","75019-3989",604800,2017,"Dallas","FTW7 is Make on Demand, FTW9 is a Specialty FC for shoes launched in October  2019","944 W Sandy Lake Road, Coppell, Texas, 75019-3989","West Sandy Lake Road, Coppell, TX 75019, United States of America",32.9692729,-96.9938566,32.975,-96.995,"treatment"
48113,"TX","Dallas County",2368139,1,"Metro - Counties in metro areas of 1 million population or more",48113,"Dallas",-96.77788947,32.76665041,32.765,-96.775,"FTW2/HDA9","2701 West Bethel Road","Coppell","Texas","75019",104160,2016,"Dallas","FTW2 is Large Non-Sortable HDA9 is a co- located Heavy/Bulky Delivery Station","2701 West Bethel Road, Coppell, Texas, 75019","Amazon FTW2, 2701 West Bethel Road, Coppell, TX 75019, United States of America",32.9517549,-97.0269337,32.955,-97.025,"treatment"
48113,"TX","Dallas County",2368139,1,"Metro - Counties in metro areas of 1 million population or more",48113,"Dallas",-96.77788947,32.76665041,32.765,-96.775,"FTW8","3351 Balmorhea Dr","Dallas","Texas","75241-7304",918800,2017,"Dallas","Seasonal Facility","3351 Balmorhea Dr, Dallas, Texas, 75241-7304","Balmorhea Drive, Dallas, TX 75134, United States of America",32.6338117,-96.7694637,32.635,-96.765,"treatment"
48121,"TX","Denton County",662614,1,"Metro - Counties in metro areas of 1 million population or more",48121,"Denton",-97.11685878,33.20528167,33.205,-97.115,"DFW5","4121 International Pkwy","Carrollton","Texas","75007",146000,2010,"Denton","Amazon's Wootl Apparel Manufacturing Plant in Dallas Area","4121 International Pkwy, Carrollton, Texas, 75007","4121 International Parkway, Carrollton, TX 75007, United States of America",33.020815,-96.8476499,33.025,-96.845,"treatment"
48201,"TX","Harris County",4092459,1,"Metro - Counties in metro areas of 1 million population or more",48201,"Harris",-95.39302715,29.85748873,29.855,-95.395,"HOU2","10550 Ella Boulevard","Houston","Texas","77038-2324",855000,2017,"Harris","Small Sortable: Products < 25 Lbs","10550 Ella Boulevard, Houston, Texas, 77038-2324","Amazon HOU2, 10550 Ella Boulevard, North Houston District, TX 77038, United States of America",29.9341403,-95.4283824,29.935,-95.425,"treatment"
48209,"TX","Hays County",157107,1,"Metro - Counties in metro areas of 1 million population or more",48209,"Hays",-98.03105783,30.05810528,30.065,-98.025,"SAT2","1401 East McCarty Lane","San Marcos","Texas","78666-8969",855000,2016,"Hays","Small Sortable Facility Investment $191 Million","1401 East McCarty Lane, San Marcos, Texas, 78666-8969","Amazon SAT2, 1401 East McCarty Lane, San Marcos, TX 78666, United States of America",29.8373207,-97.9629487,29.835,-97.965,"treatment"
48439,"TX","Tarrant County",1809034,1,"Metro - Counties in metro areas of 1 million population or more",48439,"Tarrant",-97.29099289,32.77145377,32.775,-97.285,"XUSB","14900 Frye Road","Fort Worth","Texas","76155-2726",495000,2014,"Tarrant","Large Non-Sortable (e g. canoes, fishing rods) Fulfillment center is outsourced to 3PL XPO Logistics","14900 Frye Road, Fort Worth, Texas, 76155-2726","14900 Frye Road, Fort Worth, TX 76155, United States of America",32.8182803,-97.0428728,32.825,-97.045,"treatment"
48439,"TX","Tarrant County",1809034,1,"Metro - Counties in metro areas of 1 million population or more",48439,"Tarrant",-97.29099289,32.77145377,32.775,-97.285,"DFW7","700 Westport Parkway Haslet","Fort Worth","Texas","76177-4513",1200000,2013,"Tarrant","Small Sortable (Ships smaller items like books, small electronics and DVDs) Facility budgeted at S100 Million. Expanded in 2015 for $21.5 Million.","700 Westport Parkway Haslet, Fort Worth, Texas, 76177-4513","Amazon Fulfillment Center DFW7, 700 Westport Parkway, Fort Worth, TX 76177, United States of America",32.9705254,-97.3357107,32.975,-97.335,"treatment"
48439,"TX","Tarrant County",1809034,1,"Metro - Counties in metro areas of 1 million population or more",48439,"Tarrant",-97.29099289,32.77145377,32.775,-97.285,"FTW3/FTW4","15201 Heritage Parkway","Fort Worth","Texas","76177-2517",1000000,2016,"Tarrant","FTW3 is the VNA side of the FC with Softlines FTW4 is a Quick Deploy (QD) Fulfillment Center which is a hybrid small sortable FC. Print on Demand Book facility. Amazon Fresh facility","15201 Heritage Parkway, Fort Worth, Texas, 76177-2517","Heritage Parkway, Fort Worth, TX 76177, United States of America",32.9726128,-97.3125968,32.975,-97.315,"treatment"
51041,"VA","Chesterfield County",316236,1,"Metro - Counties in metro areas of 1 million population or more",51041,"Chesterfield",-77.58654268,37.37880418,37.385,-77.585,"RIC2","1901 Meadowville Technology Parkway","Chester","Virginia","23836-2841",120000,2012,"Chesterfield","Small Sortable Ships auto parts, consumer electronics, office supplies, books, etc.","1901 Meadowville Technology Parkway, Chester, Virginia, 23836-2841","RIC2 Amazon Fulfillment Center, 1901 Meadowville Technology Parkway, Meadowville, Chester, VA 23836, United States of America",37.3520749,-77.3268832,37.355,-77.325,"treatment"
51053,"VA","Dinwiddie County",28001,1,"Metro - Counties in metro areas of 1 million population or more",51053,"Dinwiddie",-77.63238876,37.07597757,37.075,-77.625,"RIC1","5000 Commerce Way","Petersburg","Virginia","23803 6917",110000,2012,"Dinwiddie","Large Non-Sortable Ships larger packages that range from electronics and sports equipment to small kitchen appliances and toys 1.000 associates","5000 Commerce Way, Petersburg, Virginia, 23803 6917","Amazon Fulfillment Center, 5000 Commerce Way, Addison, Petersburg, VA 23803, United States of America",37.1946962,-77.4930428,37.195,-77.495,"treatment"
53033,"WA","King County",1931249,1,"Metro - Counties in metro areas of 1 million population or more",53033,"King",-121.8063614,47.49034831,47.495,-121.805,"BFI4","21005 64th Ave S","Kent","Washington","98032-2423",860000,2016,"King","Small Sortable (books, electronics and consumer goods)","21005 64th Ave S, Kent, Washington, 98032-2423","Amazon BFI4, 21005 64th Avenue South, Kent, WA 98032, United States of America",47.414496,-122.257782,47.415,-122.255,"treatment"
53053,"WA","Pierce County",795225,1,"Metro - Counties in metro areas of 1 million population or more",53053,"Pierce",-122.1122121,47.02680625,47.025,-122.105,"BFI3","2700 Center Drive","DuPont","Washington","98327-9607",1000000,2015,"Pierce","Large Hon-Sortable (Ships larger items such as canoes and televisions. Facility cost §100 Million","2700 Center Drive, DuPont, Washington, 98327-9607","Amazon BFI3, 2700 Center Drive, DuPont, WA 98327, United States of America",47.1125227,-122.6389637,47.115,-122.635,"treatment"
53053,"WA","Pierce County",795225,1,"Metro - Counties in metro areas of 1 million population or more",53053,"Pierce",-122.1122121,47.02680625,47.025,-122.105,"BFI1","1800 140th Avenue E","Sumner","Washington","98390-9624",492000,2011,"Pierce","BFI1 is Small Sortable","1800 140th Avenue E, Sumner, Washington, 98390-9624","BFI1 Amazon Fulfillment Center, 1800 140th Avenue East, Sumner, Pierce County, WA 98390, United States of America",47.2410084,-122.2432923,47.245,-122.245,"treatment"
53053,"WA","Pierce County",795225,1,"Metro - Counties in metro areas of 1 million population or more",53053,"Pierce",-122.1122121,47.02680625,47.025,-122.105,"PWA1","2309 Milwaukee Way","Tacoma","Washington","98421",NA,2017,"Pierce","Amazon uses a portion of this space as a seasonal facility","2309 Milwaukee Way, Tacoma, Washington, 98421","2309 Milwaukee Way, Tacoma, WA 98421, United States of America",47.2454285,-122.4005711,47.245,-122.395,"treatment"
55059,"WI","Kenosha County",166426,1,"Metro - Counties in metro areas of 1 million population or more",55059,"Kenosha",-88.04209555,42.57659172,42.575,-88.035,"MKE1","3501 120th Ave","Kenosha","Wisconsin","53144-7502",1000000,2015,"Kenosha","MKE1 is a Small / Large Sortable facility. 1,100 associates. Facility includes a Textbook Rental Processing Center §155 Million investment","3501 120th Ave, Kenosha, Wisconsin, 53144-7502","Amazon Fulfillment Center MKE1, 3501 120th Avenue, Somers, WI 53144, United States of America",42.6075423,-87.9481383,42.615,-87.945,"treatment"
1007,"AL","Bibb County",22915,1,"Metro - Counties in metro areas of 1 million population or more",1007,"Bibb",-87.12681433,32.99837607,33.005,-87.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
1009,"AL","Blount County",57322,1,"Metro - Counties in metro areas of 1 million population or more",1009,"Blount",-86.5670064,33.98087061,33.975,-86.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
1021,"AL","Chilton County",43643,1,"Metro - Counties in metro areas of 1 million population or more",1021,"Chilton",-86.71887934,32.84771004,32.855,-86.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
1115,"AL","St. Clair County",83593,1,"Metro - Counties in metro areas of 1 million population or more",1115,"St. Clair",-86.31476905,33.71540022,33.715,-86.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
1117,"AL","Shelby County",195085,1,"Metro - Counties in metro areas of 1 million population or more",1117,"Shelby",-86.66137476,33.26405258,33.265,-86.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
1127,"AL","Walker County",67023,1,"Metro - Counties in metro areas of 1 million population or more",1127,"Walker",-87.29727889,33.80316281,33.805,-87.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
4021,"AZ","Pinal County",375770,1,"Metro - Counties in metro areas of 1 million population or more",4021,"Pinal",-111.34488,32.90415087,32.905,-111.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
5035,"AR","Crittenden County",50902,1,"Metro - Counties in metro areas of 1 million population or more",5035,"Crittenden",-90.30924635,35.20762172,35.215,-90.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
